No.,Frequency Targeted,Published Velocity,Published Velocity Uncertainty,Published Redshift,Published Redshift Uncertainty,Refcode,Name in publication,Published RA,Published Dec,Published Equinox,Unc. Significance,Spectral Range,Spectrograph,Measurement Mode Features,Measurement Mode Technique,Spatial Mode,Epoch,Reference Frame,Apex,Longitude of the Apex,Latitude of the Apex,Apex Coordinate System,Qualifiers,Comments
0,,1636,1,0.005457,3.00E-06,1996ApJ...463...60B,NGC 1365,,,,,,,,,,,,,,,,,
1,,1636,1,0.005457,3.00E-06,1996ApJ...463...60B,NGC 1365,,,,uncertainty,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
2,,1638,3,0.005464,1.00E-05,2004AJ....128...16K,NGC 1365,,,,uncertainty,,,,,,,Heliocentric velocity or redshift,,,,,Uncertain origin,
3,21-cm HI line,1662,4,0.005544,1.30E-05,1991RC3.9.C...0000d,ESO 358- G 017,33142,-361818,B1950,rms uncertainty,Radio,,,,,,Heliocentric velocity or redshift,,,,,Homogenized from new and previously published data,
4,21-cm,1636,5,0.005458,1.70E-05,2006HIPAS.C...0000:,HIPASS J0333-36,33333.4,-360827,J2000,estimated error,Radio,"Heterodyne receiver(e.g., 21-cm)",1 Emission lines,Mid-point of line profile at 50% lvel,Redshift is systemic,,Heliocentric velocity or redshift,,,,,"From new, raw data",Extended source
5,H-alpha,1612,10,0.005377,3.30E-05,1996ApJS..107...97M,ESO 358- G 017,33141,-361824,B1950,internal error,Optical,Long-slit spectrum,1 Emission lines,Cross-correlation fit to template spectrum,Redshift is systemic,,Heliocentric velocity or redshift,,,,,"From new, raw data; Corrected for contaminating sources",
6,21-cm,1638,10,0.005464,3.30E-05,1996ApJS..107...97M,ESO 358- G 017,33141,-361824,B1950,internal error,Radio,"Heterodyne receiver(e.g., 21-cm)",1 Emission lines,Mid-point of line profile at 50% lvel,Redshift is systemic,,Heliocentric velocity or redshift,,,,,"From new, raw data; Corrected for contaminating sources",
7,Optical lines,1675,11,0.005587,3.70E-05,1991RC3.9.C...0000d,ESO 358- G 017,33142,-361818,B1950,rms uncertainty,Optical,,,,,,Heliocentric velocity or redshift,,,,,Homogenized from new and previously published data,
8,Optical,1446,12,0.004823,4.00E-05,2001MNRAS.326.1076D,FCC 121,33336.3,-360828,J2000,uncertainty,Optical,Fiber-optic feed,,Cross-correlation fit to template spectrum,Redshift is for nucleus only,,Heliocentric velocity or redshift,,,,,"From new, raw data",
9,Optical,1660,20,0.005537,6.70E-05,1992CORV..C...0000F,NGC 1365,33142,-361818,B1950,uncertainty,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1962ApJ...136..119B
10,Optical,1660,30,0.005537,1.00E-04,1991ApJS...75..935d,ESO 358- G 017,33141,-3618.4,B1950,estimated error,Optical,,Both absorption and emission lines,Cross-correlation fit to template spectrum,Redshift is systemic,,Heliocentric velocity or redshift,,,,,"From new, raw data",
11,Optical,1660,30,0.005537,1.00E-04,1992CORV..C...0000F,NGC 1365,33142,-361818,B1950,uncertainty,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1989AJ.....97..315d
12,Optical,1665,36,0.005554,1.20E-04,1992CORV..C...0000F,NGC 1365,33142,-361818,B1950,uncertainty,Optical,,,,,,Heliocentric velocity or redshift,,,,,From reprocessed raw data,From 1986ApJ...311..637C
